game_id,win,duration,avg_kda,avg_gold_per_min,avg_damage_champ_per_min,avg_vision_score,baron_kills,dragon_kills,tower_kills
3734614532,0,1635,1.5615384615384615,316.29357798165137,560.9614678899082,14.2,0,2,1
3734614532,1,1635,9.4,429.72477064220186,695.2146788990825,18.8,1,2,11
3734626750,0,2602,1.9034942834942836,347.8939277478862,923.7279016141431,37.2,0,3,4
3734626750,1,2602,3.7892773892773897,390.3781706379708,1074.336664104535,45.6,1,4,8
3734639238,0,1653,1.9369696969696968,337.6116152450091,608.1887477313974,19.8,0,0,1
3734639238,1,1653,4.266666666666667,422.21415607985483,653.9092558983666,18.0,1,3,8
3734662354,0,2488,3.381233766233766,356.0836012861736,913.8424437299036,41.4,1,2,5
3734662354,1,2488,2.2737762237762236,366.4533762057878,970.7315112540193,39.6,1,3,11
3734680184,0,1735,1.3466666666666667,356.0023054755043,680.3619596541787,22.0,0,1,3
3734680184,1,1735,3.7399999999999998,435.76945244956767,766.914121037464,23.0,1,3,9
3734762462,0,2845,3.465137085137085,391.46572934973636,905.955711775044,43.0,1,4,8
3734762462,1,2845,2.900952380952381,393.4523725834798,952.5342706502637,46.8,2,3,9
3734838574,0,2086,1.4237179487179488,377.17162032598276,818.4391179290508,33.0,1,1,7
3734838574,1,2086,5.928571428571429,425.5627996164909,909.9175455417068,29.4,1,4,7
3734873248,0,1546,1.527777777777778,333.7412677878396,811.5989650711514,15.6,0,0,1
3734873248,1,1546,6.263636363636364,425.42561448900386,1083.3686934023287,21.8,0,4,10
3734957615,0,1388,0.5533333333333333,289.850144092219,427.8414985590778,15.2,0,1,1
3734957615,1,1388,12.666666666666668,432.26801152737755,640.9538904899135,21.8,0,2,10
3735096182,0,1626,0.8928571428571429,326.309963099631,516.5239852398524,18.2,0,0,2
3735096182,1,1626,9.8,406.9889298892989,902.7158671586716,30.8,1,4,8
3735107687,0,1809,1.2835714285714286,353.20066334991714,712.0464344941958,24.6,0,1,2
3735107687,1,1809,7.2333333333333325,403.73466003316753,899.0315091210614,28.4,1,3,10
3735185853,0,1979,2.158333333333333,382.6478019201617,694.2839818089944,26.4,0,2,3
3735185853,1,1979,2.5335930735930736,426.08185952501265,808.0626579080343,29.8,1,3,10
3735280539,0,2113,3.3104978354978356,396.3237103644107,832.0605773781353,37.2,0,2,5
3735280539,1,2113,2.745454545454545,419.04590629436814,895.4850922858493,34.2,1,3,11
3735313659,0,2287,1.675,358.205509400962,693.3030170529078,41.4,0,3,4
3735313659,1,2287,4.053333333333333,411.9720157411456,837.1560996939221,42.2,1,2,8
